complex_id	complex_name	protein_id
3087	CCND1-CDK6 complex	Q00534
3088	CCND2-CDK6 complex	P30279
3088	CCND2-CDK6 complex	Q00534
3089	CCND3-CDK6 complex	P30281
3089	CCND3-CDK6 complex	Q00534
3092	APP-TOMM40 complex	P05067
3092	APP-TOMM40 complex	O96008
3093	APP-TIMM23 complex	P05067
3093	APP-TIMM23 complex	O14925
3096	ITGA6-ITGB4-SHC1-GRB2 complex	P62993
3096	ITGA6-ITGB4-SHC1-GRB2 complex	P23229
3096	ITGA6-ITGB4-SHC1-GRB2 complex	P16144
3096	ITGA6-ITGB4-SHC1-GRB2 complex	P29353
3097	TIMM17-TIMM23 complex	Q99595
3097	TIMM17-TIMM23 complex	O14925
3098	TIM50a-SMN1 complex	Q16637
3098	TIM50a-SMN1 complex	Q3ZCQ8
3099	TIM50a-coilin complex	P38432
3099	TIM50a-coilin complex	Q3ZCQ8
310	Cell cycle kinase complex CDC2	P14635
310	Cell cycle kinase complex CDC2	O95067
310	Cell cycle kinase complex CDC2	P24385
310	Cell cycle kinase complex CDC2	P06493
310	Cell cycle kinase complex CDC2	P38936
310	Cell cycle kinase complex CDC2	P12004
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	P55265
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	Q08211
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	Q00341
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	P78527
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	P13010
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	P12956
3103	ITGAV-ITGB3-SLC3A2 complex	P06756
3103	ITGAV-ITGB3-SLC3A2 complex	P05106
3103	ITGAV-ITGB3-SLC3A2 complex	P08195
3104	ITGB1-NRP1 complex	P05556
3104	ITGB1-NRP1 complex	O14786
311	Cell cycle kinase complex CDK2	P24385
311	Cell cycle kinase complex CDK2	P24941
311	Cell cycle kinase complex CDK2	P38936
311	Cell cycle kinase complex CDK2	P12004
3110	ITGAV-P2RY2-GNA12 complex	Q5PPR5
3110	ITGAV-P2RY2-GNA12 complex	P06756
3110	ITGAV-P2RY2-GNA12 complex	P41231
3111	ITGA9-ITGB1-SPP1 complex	Q13797
3111	ITGA9-ITGB1-SPP1 complex	P05556
3111	ITGA9-ITGB1-SPP1 complex	P10451
3112	ITGA5-ITGB1-SPP1 complex	P08648
3112	ITGA5-ITGB1-SPP1 complex	P05556
3112	ITGA5-ITGB1-SPP1 complex	P10451
3113	MAML1-RBP-Jkappa-Notch1 complex	Q92585
3113	MAML1-RBP-Jkappa-Notch1 complex	P46531
3113	MAML1-RBP-Jkappa-Notch1 complex	Q06330
3115	ITGA2B-ITGB3-ICAM4 complex	Q14773
3115	ITGA2B-ITGB3-ICAM4 complex	P08514
3115	ITGA2B-ITGB3-ICAM4 complex	P05106
3117	ITGB5-ITGAV-VTN complex	P06756
3117	ITGB5-ITGAV-VTN complex	P18084
3117	ITGB5-ITGAV-VTN complex	P04004
3118	SMN1-SIP1-SNRP complex	O14893
3118	SMN1-SIP1-SNRP complex	Q16637
3118	SMN1-SIP1-SNRP complex	P14678
3118	SMN1-SIP1-SNRP complex	P62314
3118	SMN1-SIP1-SNRP complex	P62316
3118	SMN1-SIP1-SNRP complex	P62318
3118	SMN1-SIP1-SNRP complex	P62304
312	Cell cycle kinase complex CDK4	P24385
312	Cell cycle kinase complex CDK4	P11802
312	Cell cycle kinase complex CDK4	P38936
312	Cell cycle kinase complex CDK4	P12004
3120	OCT1-OBF1-DNA-TLE1 complex	Q16633
3120	OCT1-OBF1-DNA-TLE1 complex	P14859
3120	OCT1-OBF1-DNA-TLE1 complex	Q04724
3121	OCT2-TLE4 complex	P09086
3121	OCT2-TLE4 complex	Q04727
3122	OCT1-OBF1-DNA complex	Q16633
3122	OCT1-OBF1-DNA complex	P14859
3123	TLE2 homodimer complex	Q04725
3124	TLE1-TLE2 complex	Q04724
3124	TLE1-TLE2 complex	Q04725
3125	TLE1 homodimer complex	Q04724
3127-1	TLE-Histone H3 complex-1	P84243
3127-1	TLE-Histone H3 complex-1	Q04724
3127-2	TLE-Histone H3 complex-2	P84243
3127-2	TLE-Histone H3 complex-2	Q04725
3127-3	TLE-Histone H3 complex-3	P84243
3127-3	TLE-Histone H3 complex-3	Q04726
3127-4	TLE-Histone H3 complex-4	P84243
3127-4	TLE-Histone H3 complex-4	Q04727
3127-5	TLE-Histone H3 complex-5	P68431
3127-5	TLE-Histone H3 complex-5	Q04724
3127-6	TLE-Histone H3 complex-6	P68431
3127-6	TLE-Histone H3 complex-6	Q04725
3127-7	TLE-Histone H3 complex-7	P68431
3127-7	TLE-Histone H3 complex-7	Q04726
3127-8	TLE-Histone H3 complex-8	P68431
3127-8	TLE-Histone H3 complex-8	Q04727
3127-9	TLE-Histone H3 complex-9	Q71DI3
3127-9	TLE-Histone H3 complex-9	Q04724
3127-10	TLE-Histone H3 complex-10	Q71DI3
3127-10	TLE-Histone H3 complex-10	Q04725
3127-11	TLE-Histone H3 complex-11	Q71DI3
3127-11	TLE-Histone H3 complex-11	Q04726
3127-12	TLE-Histone H3 complex-12	Q71DI3
3127-12	TLE-Histone H3 complex-12	Q04727
3128	Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	Q8WW43
3128	Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	Q92542
3128	Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	P49768
3128	Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	Q9NZ42
3129	STAT6-p100-RHA complex	Q08211
3129	STAT6-p100-RHA complex	Q7KZF4
3129	STAT6-p100-RHA complex	P42226
313	Cell cycle kinase complex CDK5	P24385
313	Cell cycle kinase complex CDK5	P30281
313	Cell cycle kinase complex CDK5	Q00535
313	Cell cycle kinase complex CDK5	P38936
313	Cell cycle kinase complex CDK5	P12004
3132	OCT1-OBF1-DNA complex	Q16633
3132	OCT1-OBF1-DNA complex	P14859
3133	Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)	P42336
3133	Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)	P27986
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	P34932
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	P19338
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	Q15233
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	P06748
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	P09874
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	Q92878
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	Q04724
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	Q02880
3137-1	MASH1 promoter-coactivator complex-1	Q92793
3137-1	MASH1 promoter-coactivator complex-1	Q14469
3137-1	MASH1 promoter-coactivator complex-1	P62805
3137-1	MASH1 promoter-coactivator complex-1	Q15233
3137-1	MASH1 promoter-coactivator complex-1	P09874
3137-1	MASH1 promoter-coactivator complex-1	Q92831
3137-1	MASH1 promoter-coactivator complex-1	P24928
3137-1	MASH1 promoter-coactivator complex-1	P12931
3137-1	MASH1 promoter-coactivator complex-1	P84243
3137-2	MASH1 promoter-coactivator complex-2	Q92793
3137-2	MASH1 promoter-coactivator complex-2	Q14469
3137-2	MASH1 promoter-coactivator complex-2	P62805
3137-2	MASH1 promoter-coactivator complex-2	Q15233
3137-2	MASH1 promoter-coactivator complex-2	P09874
3137-2	MASH1 promoter-coactivator complex-2	Q92831
3137-2	MASH1 promoter-coactivator complex-2	P24928
3137-2	MASH1 promoter-coactivator complex-2	P12931
3137-2	MASH1 promoter-coactivator complex-2	P68431
3137-3	MASH1 promoter-coactivator complex-3	Q92793
3137-3	MASH1 promoter-coactivator complex-3	Q14469
3137-3	MASH1 promoter-coactivator complex-3	P62805
3137-3	MASH1 promoter-coactivator complex-3	Q15233
3137-3	MASH1 promoter-coactivator complex-3	P09874
3137-3	MASH1 promoter-coactivator complex-3	Q92831
3137-3	MASH1 promoter-coactivator complex-3	P24928
3137-3	MASH1 promoter-coactivator complex-3	P12931
3137-3	MASH1 promoter-coactivator complex-3	Q71DI3
3138	POSH-AKT2 complex	P31751
3138	POSH-AKT2 complex	Q7Z6J0
314	PCNA-p21 complex	P38936
314	PCNA-p21 complex	P12004
3140	CRLR-RAMP2 complex	Q16602
3140	CRLR-RAMP2 complex	O60895
3141	CRLR-RAMP3 complex	Q16602
3141	CRLR-RAMP3 complex	O60896
3142	CAMK2-delta-MASH1 promoter-coactivator complex	Q13557
3142	CAMK2-delta-MASH1 promoter-coactivator complex	Q92793
3142	CAMK2-delta-MASH1 promoter-coactivator complex	Q14469
3142	CAMK2-delta-MASH1 promoter-coactivator complex	Q15233
3142	CAMK2-delta-MASH1 promoter-coactivator complex	P09874
3142	CAMK2-delta-MASH1 promoter-coactivator complex	Q92831
3142	CAMK2-delta-MASH1 promoter-coactivator complex	P24928
3142	CAMK2-delta-MASH1 promoter-coactivator complex	P12931
3149-1	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-1	Q13547
3149-1	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-1	Q9H2X6
3149-1	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-1	Q09028
3149-1	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-1	Q96ST3
3149-1	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-1	Q99801
3149-1	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-1	Q04724
3149-2	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-2	Q13547
3149-2	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-2	Q9H2X6
3149-2	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-2	Q09028
3149-2	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-2	Q96ST3
3149-2	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-2	Q99801
3149-2	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-2	Q04725
3149-3	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-3	Q13547
3149-3	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-3	Q9H2X6
3149-3	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-3	Q09028
3149-3	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-3	Q96ST3
3149-3	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-3	Q99801
3149-3	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-3	Q04726
3149-4	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-4	Q13547
3149-4	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-4	Q9H2X6
3149-4	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-4	Q09028
3149-4	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-4	Q96ST3
3149-4	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-4	Q99801
3149-4	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-4	Q04727
3149-5	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-5	Q13547
3149-5	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-5	Q9H2X6
3149-5	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-5	Q09028
3149-5	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-5	Q96ST3
3149-5	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-5	Q99801
3149-5	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-5	Q9H808
3149-6	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-6	Q13547
3149-6	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-6	Q9H2X6
3149-6	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-6	Q09028
3149-6	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-6	Q96ST3
3149-6	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-6	P78367
3149-6	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-6	Q04724
3149-7	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-7	Q13547
3149-7	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-7	Q9H2X6
3149-7	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-7	Q09028
3149-7	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-7	Q96ST3
3149-7	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-7	P78367
3149-7	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-7	Q04725
3149-8	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-8	Q13547
3149-8	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-8	Q9H2X6
3149-8	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-8	Q09028
3149-8	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-8	Q96ST3
3149-8	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-8	P78367
3149-8	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-8	Q04726
3149-9	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-9	Q13547
3149-9	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-9	Q9H2X6
3149-9	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-9	Q09028
3149-9	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-9	Q96ST3
3149-9	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-9	P78367
3149-9	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-9	Q04727
3149-10	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-10	Q13547
3149-10	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-10	Q9H2X6
3149-10	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-10	Q09028
3149-10	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-10	Q96ST3
3149-10	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-10	P78367
3149-10	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex-10	Q9H808
315	28S ribosomal subunit, mitochondrial	P51398
315	28S ribosomal subunit, mitochondrial	P82664
315	28S ribosomal subunit, mitochondrial	P82912
315	28S ribosomal subunit, mitochondrial	O15235
315	28S ribosomal subunit, mitochondrial	O60783
315	28S ribosomal subunit, mitochondrial	P82914
315	28S ribosomal subunit, mitochondrial	Q9Y3D3
315	28S ribosomal subunit, mitochondrial	Q9Y2R5
315	28S ribosomal subunit, mitochondrial	Q9NVS2
315	28S ribosomal subunit, mitochondrial	Q9Y676
315	28S ribosomal subunit, mitochondrial	Q9Y3D5
315	28S ribosomal subunit, mitochondrial	Q9Y399
315	28S ribosomal subunit, mitochondrial	P82921
315	28S ribosomal subunit, mitochondrial	P82650
315	28S ribosomal subunit, mitochondrial	Q9Y3D9
315	28S ribosomal subunit, mitochondrial	Q96EL2
315	28S ribosomal subunit, mitochondrial	P82663
315	28S ribosomal subunit, mitochondrial	Q9BYN8
315	28S ribosomal subunit, mitochondrial	Q92552
315	28S ribosomal subunit, mitochondrial	Q9Y2Q9
315	28S ribosomal subunit, mitochondrial	Q9NP92
315	28S ribosomal subunit, mitochondrial	Q92665
315	28S ribosomal subunit, mitochondrial	Q9Y291
315	28S ribosomal subunit, mitochondrial	P82930
315	28S ribosomal subunit, mitochondrial	P82673
315	28S ribosomal subunit, mitochondrial	P82909
315	28S ribosomal subunit, mitochondrial	P82675
315	28S ribosomal subunit, mitochondrial	P82932
315	28S ribosomal subunit, mitochondrial	Q9Y2R9
315	28S ribosomal subunit, mitochondrial	P82933
3150-1	NK-3-Groucho complex-1	Q99801
3150-1	NK-3-Groucho complex-1	Q04724
3150-2	NK-3-Groucho complex-2	Q99801
3150-2	NK-3-Groucho complex-2	Q04725
3150-3	NK-3-Groucho complex-3	Q99801
3150-3	NK-3-Groucho complex-3	Q04726
3150-4	NK-3-Groucho complex-4	Q99801
3150-4	NK-3-Groucho complex-4	Q04727
3150-5	NK-3-Groucho complex-5	Q99801
3150-5	NK-3-Groucho complex-5	Q9H808
3150-6	NK-3-Groucho complex-6	P78367
3150-6	NK-3-Groucho complex-6	Q04724
3150-7	NK-3-Groucho complex-7	P78367
3150-7	NK-3-Groucho complex-7	Q04725
3150-8	NK-3-Groucho complex-8	P78367
3150-8	NK-3-Groucho complex-8	Q04726
3150-9	NK-3-Groucho complex-9	P78367
3150-9	NK-3-Groucho complex-9	Q04727
3150-10	NK-3-Groucho complex-10	P78367
3150-10	NK-3-Groucho complex-10	Q9H808
3151	Sulphiredoxin-peroxiredoxin complex	Q06830
3151	Sulphiredoxin-peroxiredoxin complex	Q9BYN0
3153	GNAQ-GEFT-RHOA complex	Q86VW2
3153	GNAQ-GEFT-RHOA complex	P50148
3153	GNAQ-GEFT-RHOA complex	P61586
3154-1	Notch2(N-TM)-Notch2(N-EC)-Delta complex-1	Q04721
3154-1	Notch2(N-TM)-Notch2(N-EC)-Delta complex-1	O00548
3154-2	Notch2(N-TM)-Notch2(N-EC)-Delta complex-2	Q04721
3154-2	Notch2(N-TM)-Notch2(N-EC)-Delta complex-2	Q9NYJ7
3154-3	Notch2(N-TM)-Notch2(N-EC)-Delta complex-3	Q04721
3154-3	Notch2(N-TM)-Notch2(N-EC)-Delta complex-3	Q9NR61
3155	Bipartite complex (TFC4, CTNNB1)	P35222
3155	Bipartite complex (TFC4, CTNNB1)	Q9NQB0
3156	CBF1-HDAC1-SMRT complex	Q13547
3156	CBF1-HDAC1-SMRT complex	Q9Y618
3156	CBF1-HDAC1-SMRT complex	Q06330
3157	Prolactin (PRL) - PRL receptor (PRLR) complex	P01236
3157	Prolactin (PRL) - PRL receptor (PRLR) complex	P16471
3159	RIAM-profilin complex	Q7Z5R6
3159	RIAM-profilin complex	P07737
3160	RIAM-VASP complex	Q7Z5R6
3160	RIAM-VASP complex	P50552
3161	PRL receptor (PRLR) dimer complex	P16471
3162	TF-FVIIa-FXa-TFPI complex	P00742
3162	TF-FVIIa-FXa-TFPI complex	P13726
3162	TF-FVIIa-FXa-TFPI complex	P08709
3162	TF-FVIIa-FXa-TFPI complex	P10646
3164	HESX1-TLE1 complex	Q9UBX0
3164	HESX1-TLE1 complex	Q04724
3166	AXIN-APC-betaCatenin-GSK3B complex	P25054
3166	AXIN-APC-betaCatenin-GSK3B complex	O15169
3166	AXIN-APC-betaCatenin-GSK3B complex	P35222
3166	AXIN-APC-betaCatenin-GSK3B complex	P49841
3167	NCOR-SIN3-HDAC-HESX1 complex	Q13547
3167	NCOR-SIN3-HDAC-HESX1 complex	Q92769
3167	NCOR-SIN3-HDAC-HESX1 complex	Q9UBX0
3167	NCOR-SIN3-HDAC-HESX1 complex	Q9Y618
3167	NCOR-SIN3-HDAC-HESX1 complex	Q96ST3
3167	NCOR-SIN3-HDAC-HESX1 complex	O75182
3168	DAXX-AXIN complex	O15169
3168	DAXX-AXIN complex	Q9UER7
3170	Daxx-Axin-p53 complex	O15169
3170	Daxx-Axin-p53 complex	Q9UER7
3170	Daxx-Axin-p53 complex	P04637
3172	NUMB-TP53-MDM2 complex	Q00987
3172	NUMB-TP53-MDM2 complex	P49757
3172	NUMB-TP53-MDM2 complex	P04637
3173	CIN85 homotetramer complex	Q96B97
3174	CIN85-BLNK complex	Q8WV28
3174	CIN85-BLNK complex	Q96B97
3175	CIN85-c-CBL complex	P22681
3175	CIN85-c-CBL complex	Q96B97
3176	USP1-UAF1 complex	O94782
3176	USP1-UAF1 complex	Q8TAF3
3177	GNA14-p115RhoGEF complex	Q92888
3177	GNA14-p115RhoGEF complex	O95837
3181	LMO4-CREB complex	P16220
3181	LMO4-CREB complex	P61968
3182	FHL2 homodimer complex	Q14192
3183	PDGFRA-SHP-2 complex, PDGF stimulated	P16234
3183	PDGFRA-SHP-2 complex, PDGF stimulated	Q06124
3184	FHL3 homodimer complex	Q13643
3185	ACT homodimer complex	Q5TD97
3186	GRB2-SHP-2 complex, PDGF stimulated	P62993
3186	GRB2-SHP-2 complex, PDGF stimulated	Q06124
3187	FHL2-FHL3 complex	Q14192
3187	FHL2-FHL3 complex	Q13643
3188	FHL2-ACT complex	Q14192
3188	FHL2-ACT complex	Q5TD97
3189	FHL2-CREB complex	P16220
3189	FHL2-CREB complex	Q14192
3190	FHL3-CREB complex	P16220
3190	FHL3-CREB complex	Q13643
3191	ACT-CREB complex	P16220
3191	ACT-CREB complex	Q5TD97
3196	FHL4/STX11-ACT complex	Q5TD97
3196	FHL4/STX11-ACT complex	O75558
3197	SMAD4-SNO-SKI complex	P12755
3197	SMAD4-SNO-SKI complex	P12757
3197	SMAD4-SNO-SKI complex	Q13485
3198	SMAD2-SKI complex	P12755
3198	SMAD2-SKI complex	Q15796
3199	SMAD3-SKI complex	P12755
3199	SMAD3-SKI complex	P84022
32	PA700 complex	P62191
32	PA700 complex	P35998
32	PA700 complex	P17980
32	PA700 complex	P43686
32	PA700 complex	P62195
32	PA700 complex	P62333
32	PA700 complex	Q99460
32	PA700 complex	O75832
32	PA700 complex	O00231
32	PA700 complex	O00232
32	PA700 complex	Q9UNM6
32	PA700 complex	O00487
32	PA700 complex	Q13200
32	PA700 complex	O43242
32	PA700 complex	P55036
32	PA700 complex	Q16401
32	PA700 complex	Q15008
32	PA700 complex	P51665
32	PA700 complex	P48556
32	PA700 complex	O00233
320	55S ribosome, mitochondrial	P51398
320	55S ribosome, mitochondrial	P83111
320	55S ribosome, mitochondrial	Q9BYD6
320	55S ribosome, mitochondrial	Q7Z7H8
320	55S ribosome, mitochondrial	Q9Y3B7
320	55S ribosome, mitochondrial	P52815
320	55S ribosome, mitochondrial	Q9BYD1
320	55S ribosome, mitochondrial	Q6P1L8
320	55S ribosome, mitochondrial	Q9P015
320	55S ribosome, mitochondrial	Q9NX20
320	55S ribosome, mitochondrial	Q9NRX2
320	55S ribosome, mitochondrial	Q9H0U6
320	55S ribosome, mitochondrial	P49406
320	55S ribosome, mitochondrial	Q5T653
320	55S ribosome, mitochondrial	Q9BYC9
320	55S ribosome, mitochondrial	Q7Z2W9
320	55S ribosome, mitochondrial	Q9NWU5
320	55S ribosome, mitochondrial	Q16540
320	55S ribosome, mitochondrial	Q96A35
320	55S ribosome, mitochondrial	Q9P0M9
320	55S ribosome, mitochondrial	Q13084
320	55S ribosome, mitochondrial	P09001
320	55S ribosome, mitochondrial	Q8TCC3
320	55S ribosome, mitochondrial	Q9BYC8
320	55S ribosome, mitochondrial	O75394
320	55S ribosome, mitochondrial	Q9BQ48
320	55S ribosome, mitochondrial	Q9NZE8
320	55S ribosome, mitochondrial	Q9P0J6
320	55S ribosome, mitochondrial	Q9BZE1
320	55S ribosome, mitochondrial	Q96DV4
320	55S ribosome, mitochondrial	Q9NYK5
320	55S ribosome, mitochondrial	Q9BYD3
320	55S ribosome, mitochondrial	Q9NQ50
320	55S ribosome, mitochondrial	Q8IXM3
320	55S ribosome, mitochondrial	Q6FID1
320	55S ribosome, mitochondrial	Q8N983
320	55S ribosome, mitochondrial	Q9H9J2
320	55S ribosome, mitochondrial	Q9BRJ2
320	55S ribosome, mitochondrial	Q9H2W6
320	55S ribosome, mitochondrial	Q9HD33
320	55S ribosome, mitochondrial	Q96GC5
320	55S ribosome, mitochondrial	Q13405
320	55S ribosome, mitochondrial	Q8N5N7
320	55S ribosome, mitochondrial	Q4U2R6
320	55S ribosome, mitochondrial	Q86TS9
320	55S ribosome, mitochondrial	Q96EL3
320	55S ribosome, mitochondrial	Q6P161
320	55S ribosome, mitochondrial	Q7Z7F7
320	55S ribosome, mitochondrial	Q9BYD2
320	55S ribosome, mitochondrial	P82664
320	55S ribosome, mitochondrial	P82912
320	55S ribosome, mitochondrial	O15235
320	55S ribosome, mitochondrial	O60783
320	55S ribosome, mitochondrial	P82914
320	55S ribosome, mitochondrial	Q9Y3D3
320	55S ribosome, mitochondrial	Q9Y2R5
320	55S ribosome, mitochondrial	Q9NVS2
320	55S ribosome, mitochondrial	Q9Y676
320	55S ribosome, mitochondrial	Q9Y3D5
320	55S ribosome, mitochondrial	Q9Y399
320	55S ribosome, mitochondrial	P82921
320	55S ribosome, mitochondrial	P82650
320	55S ribosome, mitochondrial	Q9Y3D9
320	55S ribosome, mitochondrial	Q96EL2
320	55S ribosome, mitochondrial	P82663
320	55S ribosome, mitochondrial	Q9BYN8
320	55S ribosome, mitochondrial	Q92552
320	55S ribosome, mitochondrial	Q9Y2Q9
320	55S ribosome, mitochondrial	Q9NP92
320	55S ribosome, mitochondrial	Q92665
320	55S ribosome, mitochondrial	Q9Y291
320	55S ribosome, mitochondrial	P82930
320	55S ribosome, mitochondrial	P82673
320	55S ribosome, mitochondrial	P82909
320	55S ribosome, mitochondrial	P82675
320	55S ribosome, mitochondrial	P82932
320	55S ribosome, mitochondrial	Q9Y2R9
320	55S ribosome, mitochondrial	P82933
3200	SMAD4-SKI complex	P12755
3200	SMAD4-SKI complex	Q13485
3204	SMAD2-SKI-NCOR complex	O75376
3204	SMAD2-SKI-NCOR complex	P12755
3204	SMAD2-SKI-NCOR complex	Q15796
3205	SMAD3-SKI-NCOR complex	O75376
3205	SMAD3-SKI-NCOR complex	P12755
3205	SMAD3-SKI-NCOR complex	P84022
3206	SMAD4-SKI-NCOR complex	O75376
3206	SMAD4-SKI-NCOR complex	P12755
3206	SMAD4-SKI-NCOR complex	Q13485
3207	LIN2-LIN7-SAP97-MINT1 complex	Q02410
3207	LIN2-LIN7-SAP97-MINT1 complex	O14936
3207	LIN2-LIN7-SAP97-MINT1 complex	Q12959
3207	LIN2-LIN7-SAP97-MINT1 complex	O14910
3208	LIN2-LIN7 complex	O14936
3208	LIN2-LIN7 complex	O14910
3213	ULBP1-KLRK1-HCST complex	Q9UBK5
3213	ULBP1-KLRK1-HCST complex	P26718
3213	ULBP1-KLRK1-HCST complex	Q9BZM6
322	DNA-PK-Ku complex	P78527
322	DNA-PK-Ku complex	P13010
322	DNA-PK-Ku complex	P12956
3229	Heterodimer complex (CDK9, IL6ST)	P50750
3229	Heterodimer complex (CDK9, IL6ST)	P40189
3231	Eps15-stonin2 complex	P42566
3231	Eps15-stonin2 complex	Q8WXE9
324	39S ribosomal subunit, mitochondrial	P83111
324	39S ribosomal subunit, mitochondrial	Q9BYD6
324	39S ribosomal subunit, mitochondrial	Q7Z7H8
324	39S ribosomal subunit, mitochondrial	Q9Y3B7
324	39S ribosomal subunit, mitochondrial	P52815
324	39S ribosomal subunit, mitochondrial	Q9BYD1
324	39S ribosomal subunit, mitochondrial	Q6P1L8
324	39S ribosomal subunit, mitochondrial	Q9P015
324	39S ribosomal subunit, mitochondrial	Q9NX20
324	39S ribosomal subunit, mitochondrial	Q9NRX2
324	39S ribosomal subunit, mitochondrial	Q9H0U6
